"","tm","attendance","attend_per_game","batage","page","bpf","ppf","n_hof","n_aallstars","n_a_ta_s","est_payroll","time","managers","year","g","w","wins_losses"
"956","LAD",3170393,39141,"28.8","29.1","94","94","1","1","14",39440999,"2:57","Lasorda",1993,162,81,0.5
"957","MIL",1688080,20840,"28.4","27.3","99","98","1","1","12",23806834,"2:55","Garner",1993,162,69,0.426
"958","MIN",2048673,25292,"29.6","27.5","100","100","2","2","7",28217933,"2:50","Kelly",1993,162,71,0.438
"959","MON",1641437,20265,"25.7","27.9","104","103","0","1","12",18899333,"2:52","Alou",1993,163,94,0.58
"960","NYM",1873183,23126,"29.4","29.2","98","99","1","1","14",39043667,"2:44","Torborg and Green",1993,162,59,0.364
"961","NYY",2416942,29839,"29.7","28.9","97","96","1","2","14",42624900,"2:58","Showalter",1993,162,88,0.543
"962","OAK",2035025,25124,"28.3","30.9","94","94","3","1","13",37812333,"3:02","La Russa",1993,162,68,0.42
"963","PHI",3137674,38737,"29.3","28.8","98","98","0","4","14",28538334,"2:54","Fregosi",1993,162,97,0.599
"964","PIT",1650593,20378,"28.1","27.6","99","99","0","2","10",24822467,"2:44","Leyland",1993,162,75,0.463
"965","SDP",1375432,16981,"26.9","26.7","101","102","1","2","10",25511333,"2:47","Riggleman",1993,162,61,0.377
"966","SEA",2052638,25341,"28.0","28.3","101","101","1","2","13",33646333,"2:52","Piniella",1993,162,82,0.506
"967","SFG",2606354,32177,"28.0","28.5","96","96","0","4","11",35159000,"2:51","Baker",1993,162,103,0.636
"968","STL",2844977,35123,"28.0","28.5","97","97","1","2","8",23367334,"2:45","Torre",1993,162,87,0.537
"969","TEX",2244616,27711,"27.8","30.3","96","96","1","2","13",36376959,"2:58","Kennedy",1993,162,86,0.531
"970","TOR",4057947,50098,"29.2","29.5","101","100","3","7","18",47279166,"2:55","Gaston",1993,162,95,0.586
"971","ATL",2539240,46168,"28.2","27.4","102","100","3","3","15",49383513,"2:48","Cox",1994,114,68,0.597
"972","BAL",2535359,46097,"30.2","29.1","105","104","1","3","13",38849769,"3:11","Oates",1994,112,63,0.562
"973","BOS",1775818,27747,"29.9","30.2","104","104","1","1","10",37859084,"3:06","Hobson",1994,115,54,0.47
"974","CAL",1512622,24010,"27.8","28.9","100","101","0","1","9",25156218,"3:04","Rodgers and Lachemann",1994,115,47,0.409
"975","CHC",1845208,31275,"28.2","28.3","99","99","1","1","10",36287333,"2:54","Trebelhorn",1994,113,49,0.434
"976","CHW",1697398,32026,"29.9","28.2","98","97","1","3","13",39183836,"3:05","Lamont",1994,113,67,0.593
"977","CIN",1897681,31628,"28.5","27.2","99","99","1","2","11",41073833,"2:53","Johnson",1994,115,66,0.579
"978","CLE",1995174,39121,"28.4","30.7","98","97","1","2","14",30490500,"3:08","Hargrove",1994,113,66,0.584
"979","COL",3281511,57570,"29.7","28.0","117","118","0","1","9",23887333,"2:54","Baylor",1994,117,53,0.453
"980","DET",1184783,20427,"30.8","31.2","100","101","0","2","11",41446501,"3:09","Anderson",1994,115,53,0.461
"981","FLA",1937467,32838,"27.6","29.0","102","103","0","1","8",21633000,"2:50","Lachemann",1994,115,51,0.444
"982","HOU",1561136,26460,"27.8","27.2","95","94","1","5","15",33126000,"2:54","Collins",1994,115,66,0.574
"983","KCR",1400494,23737,"29.9","28.0","103","104","0","1","11",40541334,"2:52","McRae",1994,115,64,0.556
"984","LAD",2279355,41443,"28.7","30.0","94","93","0","1","11",38000001,"2:59","Lasorda",1994,114,58,0.509
"985","MIL",1268399,22650,"28.0","28.3","104","104","0","1","10",24350500,"3:03","Garner",1994,115,53,0.461
"986","MIN",1398565,23704,"28.9","28.1","100","101","2","2","7",28438500,"2:57","Kelly",1994,113,53,0.469
"987","MON",1276250,24543,"26.2","26.2","101","100","1","5","11",19098000,"2:58","Alou",1994,114,74,0.649
"988","NYM",1151471,21726,"27.8","28.6","99","99","0","1","10",30956583,"2:52","Green",1994,113,55,0.487
"989","NYY",1675556,29396,"30.5","29.8","96","95","1","3","12",46040334,"3:06","Showalter",1994,113,70,0.62
"990","OAK",1242692,22191,"29.3","29.8","91","92","2","1","12",34172500,"3:01","La Russa",1994,114,51,0.447
"991","PHI",2290971,38183,"29.8","29.3","102","102","0","4","15",31599000,"2:51","Fregosi",1994,115,54,0.47
"992","PIT",1222520,20041,"29.1","27.2","101","102","0","1","7",24217250,"2:45","Leyland",1994,114,53,0.465
"993","SDP",953857,16734,"27.2","26.8","97","98","1","1","7",14916333,"2:51","Riggleman",1994,117,47,0.402
"994","SEA",1104206,25096,"27.4","27.1","101","101","2","2","10",29228500,"2:57","Piniella",1994,112,49,0.438
"995","SFG",1704608,28410,"28.4","28.5","94","94","0","3","9",42638666,"2:53","Baker",1994,115,55,0.478
"996","STL",1866544,33331,"28.9","29.2","98","98","1","2","8",29275601,"2:51","Torre",1994,115,53,0.465
"997","TEX",2503198,39733,"27.5","29.0","99","100","0","2","14",32973597,"3:12","Kennedy",1994,114,52,0.456
"998","TOR",2907933,49287,"29.3","29.0","100","100","2","4","14",43433668,"2:58","Gaston",1994,115,55,0.478
"999","ATL",2561831,35581,"27.9","27.4","103","101","3","2","16",47235445,"2:41","Cox",1995,144,90,0.625
"1000","BAL",3098475,43034,"30.1","29.3","102","101","1","1","18",43942521,"3:03","Regan",1995,144,71,0.493
"1001","BOS",2164410,30061,"28.6","29.1","103","103","0","2","11",32455518,"2:57","Kennedy",1995,144,86,0.597
"1002","CAL",1748680,24287,"29.0","30.7","99","99","0","4","11",31223171,"3:05","Lachemann",1995,145,78,0.538
"1003","CHC",1918265,26643,"28.3","27.8","97","97","0","3","9",29505834,"2:54","Riggleman",1995,144,73,0.507
"1004","CHW",1609773,22358,"29.5","27.6","96","95","1","1","17",46961282,"3:00","Lamont and Bevington",1995,145,68,0.472
"1005","CIN",1837649,25523,"28.4","28.3","99","98","1","4","13",43144670,"2:48","Johnson",1995,144,85,0.59
"1006","CLE",2842745,39483,"29.0","30.6","101","99","2","6","18",38057835,"3:02","Hargrove",1995,144,100,0.694
"1007","COL",3390037,47084,"29.5","28.6","128","128","0","2","10",34154717,"2:52","Baylor",1995,144,77,0.535
"1008","DET",1180979,16402,"28.8","27.8","100","102","0","1","11",37044168,"2:55","Anderson",1995,144,60,0.417
"1009","FLA",1700466,23950,"28.1","28.3","100","100","1","1","8",24515781,"2:49","Lachemann",1995,143,67,0.469
"1010","HOU",1363801,18942,"28.1","27.9","92","92","1","1","13",34169834,"3:00","Collins",1995,144,76,0.528
"1011","KCR",1233530,17132,"29.1","28.0","101","101","0","1","13",29532834,"2:52","Boone",1995,144,70,0.486
"1012","LAD",2766251,38420,"27.4","27.7","91","90","0","5","11",39273201,"2:54","Lasorda",1995,144,78,0.542
"1013","MIL",1087560,15105,"27.9","27.3","105","105","0","1","10",17798825,"2:57","Garner",1995,144,65,0.451
"1014","MIN",1057667,14690,"27.3","25.7","101","102","1","1","8",25410500,"2:54","Kelly",1995,144,56,0.389
"1015","MON",1309618,18189,"26.2","27.6","103","103","1","1","12",12473000,"2:49","Alou",1995,144,66,0.458
"1016","NYM",1273183,17683,"27.4","27.2","96","96","0","1","13",27674992,"2:49","Green",1995,144,69,0.479
"1017","NYY",1705263,23360,"31.0","28.1","99","98","1","3","20",48874851,"3:01","Showalter",1995,145,79,0.549
"1018","OAK",1174310,16310,"29.6","30.9","91","91","2","2","13",37739225,"3:01","La Russa",1995,144,67,0.465
"1019","PHI",2043598,28383,"29.7","27.1","99","100","0","5","16",30555945,"2:48","Fregosi",1995,144,69,0.479
"1020","PIT",905517,12577,"28.3","26.4","101","102","0","1","6",18355345,"2:47","Leyland",1995,144,58,0.403
"1021","SDP",1041805,14470,"28.8","26.6","97","97","1","1","9",26382334,"2:46","Bochy",1995,144,70,0.486
"1022","SEA",1643203,22510,"28.7","28.8","101","101","1","4","12",36481311,"3:02","Piniella",1995,145,79,0.545
"1023","SFG",1241500,17243,"28.8","28.6","95","96","0","2","8",36462777,"2:51","Baker",1995,144,67,0.465
"1024","STL",1756727,24399,"28.7","30.1","98","99","1","2","11",37101000,"2:42","Torre and Jorgensen",1995,143,62,0.434
"1025","TEX",1985910,27582,"29.2","30.6","103","103","0","2","10",34581451,"2:59","Oates",1995,144,74,0.514
"1026","TOR",2826483,39257,"28.9","28.7","99","100","2","1","15",50590000,"3:00","Gaston",1995,144,56,0.389
"1027","ATL",2901242,35818,"27.9","27.9","105","104","3","6","17",49698500,"2:44","Cox",1996,162,96,0.593
"1028","BAL",3646950,44475,"31.1","28.9","100","99","3","3","15",54599315,"3:08","Johnson",1996,163,88,0.543
"1029","BOS",2315231,28583,"28.4","28.7","101","101","0","1","14",42393500,"3:05","Kennedy",1996,162,85,0.525
"1030","CAL",1820521,22476,"29.3","29.1","98","98","0","2","13",28847000,"3:03","Lachemann, McNamara and Maddon",1996,161,70,0.435
"1031","CHC",2219110,27396,"29.0","28.3","102","102","1","1","8",33081000,"2:53","Riggleman",1996,162,76,0.469
"1032","CHW",1676403,20696,"30.5","27.8","95","95","1","2","11",45289500,"3:00","Bevington",1996,162,85,0.525
"1033","CIN",1861428,22981,"29.3","29.2","100","100","1","1","13",42526334,"2:50","Knight",1996,162,81,0.5
"1034","CLE",3318174,41477,"29.7","30.3","99","97","1","5","21",48216360,"3:06","Hargrove",1996,161,99,0.615
"1035","COL",3891014,48037,"30.1","28.8","123","123","0","3","7",40324823,"2:57","Baylor",1996,162,83,0.512
"1036","DET",1168610,14427,"27.0","26.7","100","102","0","1","11",23438000,"3:00","Bell",1996,162,53,0.327
"1037","FLA",1746767,21565,"27.9","28.0","97","96","1","3","13",31132000,"2:50","Lachemann, Rojas and Boles",1996,162,80,0.494
"1038","HOU",1975888,24394,"28.2","28.5","92","91","1","2","12",28487000,"2:54","Collins",1996,162,82,0.506
"1039","KCR",1435997,17950,"27.2","29.0","99","99","0","1","8",20281250,"2:49","Boone",1996,161,75,0.466
"1040","LAD",3188454,39364,"27.9","28.2","93","92","0","2","8",35355000,"2:56","Lasorda and Russell",1996,162,90,0.556
"1041","MIL",1327155,16385,"27.8","27.2","103","104","0","1","11",21730000,"3:02","Garner",1996,162,80,0.494
"1042","MIN",1437352,17529,"28.4","25.8","101","102","1","1","9",23117000,"2:56","Kelly",1996,162,78,0.481
"1043","MON",1616709,19959,"27.4","27.5","102","102","1","3","9",16264500,"2:53","Alou",1996,162,88,0.543
"1044","NYM",1588323,19609,"27.2","27.4","95","95","0","2","11",24479500,"2:47","Green and Valentine",1996,162,71,0.438
"1045","NYY",2250877,28136,"30.1","29.3","101","100","1","3","23",54191792,"3:03","Torre",1996,162,92,0.568
"1046","OAK",1148380,14178,"28.2","27.1","101","102","0","1","6",21243000,"2:59","Howe",1996,162,78,0.481
"1047","PHI",1801677,22243,"28.4","27.7","99","101","0","1","12",34314500,"2:47","Fregosi",1996,162,67,0.414
"1048","PIT",1332150,16652,"28.8","27.9","103","104","0","1","9",23017500,"2:49","Leyland",1996,162,73,0.451
"1049","SDP",2187886,27011,"30.9","28.7","94","94","2","2","11",28348172,"2:54","Bochy",1996,162,91,0.562
"1050","SEA",2723850,33628,"28.7","27.8","99","99","1","5","12",41328501,"3:02","Piniella",1996,161,85,0.528
"1051","SFG",1413922,17243,"28.9","28.2","95","96","0","2","7",37144725,"2:53","Baker",1996,162,68,0.42
"1052","STL",2654718,32774,"30.7","30.9","99","99","2","1","14",40269667,"2:52","La Russa",1996,162,88,0.543
"1053","TEX",2889020,35667,"29.5","30.5","105","105","0","2","13",39041528,"3:01","Oates",1996,163,90,0.556
"1054","TOR",2559573,31600,"28.6","28.3","99","100","0","1","12",30555083,"2:49","Gaston",1996,162,74,0.457
"1055","ANA",1767330,21553,"29.7","28.3","102","102","2","1","15",31135472,"3:06","Collins",1997,162,84,0.518
"1056","ATL",3464488,42771,"27.9","28.5","102","99","3","7","14",52278500,"2:48","Cox",1997,162,101,0.624
"1057","BAL",3711132,45816,"31.6","30.7","97","96","2","5","16",58516400,"3:08","Johnson",1997,162,98,0.605
"1058","BOS",2226136,27483,"28.0","27.8","102","102","0","1","12",43558750,"3:01","Williams",1997,162,78,0.481
"1059","CHC",2190308,27041,"29.4","28.2","102","102","1","1","9",42155333,"2:52","Riggleman",1997,162,68,0.42
"1060","CHW",1864782,23022,"29.3","29.4","96","96","1","2","15",57740000,"3:01","Bevington",1997,161,80,0.497
"1061","CIN",1785788,22047,"28.2","29.6","102","102","1","1","13",49768000,"2:46","Knight and McKeon",1997,162,76,0.469
"1062","CLE",3404750,42034,"30.2","29.7","103","102","0","3","22",56802460,"3:00","Hargrove",1997,161,86,0.534
"1063","COL",3888453,48006,"30.4","27.9","122","123","0","2","8",43559667,"2:55","Baylor",1997,162,83,0.512
"1064","DET",1365157,16854,"26.5","27.5","99","100","0","1","7",17272000,"2:58","Bell",1997,162,79,0.488
"1065","FLA",2364387,29190,"28.5","27.5","95","96","0","3","14",48692500,"2:56","Leyland",1997,162,92,0.568
"1066","HOU",2046781,25269,"28.8","27.0","96","95","1","3","13",34777500,"2:55","Dierker",1997,162,84,0.518
"1067","KCR",1517638,18970,"28.8","27.6","101","102","0","1","16",34810000,"2:58","Boone and Muser",1997,161,67,0.416
"1068","LAD",3319504,40982,"29.3","28.8","93","92","1","1","9",45380304,"2:56","Russell",1997,162,88,0.543
"1069","MIL",1444027,18050,"28.1","28.3","101","102","0","1","11",23655338,"2:55","Garner",1997,161,78,0.484
"1070","MIN",1411064,17421,"29.1","28.1","100","101","1","1","14",34072500,"2:56","Kelly",1997,162,68,0.42
"1071","MON",1497609,18489,"27.7","26.4","99","99","1","1","10",19295500,"2:46","Alou",1997,162,78,0.481
"1072","NYM",1766174,21805,"27.3","29.4","97","97","0","2","11",39800400,"2:52","Valentine",1997,162,88,0.543
"1073","NYY",2580325,32254,"30.5","29.6","100","98","1","5","20",62241545,"3:11","Torre",1997,162,96,0.593
"1074","OAK",1264218,15608,"28.1","27.8","96","97","0","1","7",24018500,"3:03","Howe",1997,162,65,0.401
"1075","PHI",1490638,18403,"27.8","27.9","100","101","0","1","9",36656500,"2:51","Francona",1997,162,68,0.42
"1076","PIT",1657022,20457,"26.6","25.7","103","103","0","1","6",10771667,"2:47","Lamont",1997,162,79,0.488
"1077","SDP",2089333,25794,"30.8","28.1","93","93","2","3","11",37363672,"2:58","Bochy",1997,162,76,0.469
"1078","SEA",3192237,39410,"29.4","30.4","98","98","1","5","14",41540661,"3:00","Piniella",1997,162,90,0.556
"1079","SFG",1690869,20875,"29.5","28.8","98","98","0","3","9",35592378,"2:57","Baker",1997,162,90,0.556
"1080","STL",2634014,32519,"30.0","29.5","99","99","1","2","15",45456667,"2:51","La Russa",1997,162,73,0.451
"1081","TEX",2945228,36361,"28.4","29.7","105","105","0","1","9",53448838,"2:57","Oates",1997,162,77,0.475
"1082","TOR",2589297,31967,"29.5","28.8","99","99","0","2","17",47079833,"2:51","Gaston and Queen",1997,162,76,0.469
"1083","ANA",2519280,31102,"28.7","29.8","102","102","0","2","16",41791000,"2:58","Collins",1998,162,85,0.525
"1084","ARI",3610290,44571,"27.8","27.4","100","99","0","1","7",32347000,"2:43","Showalter",1998,162,65,0.401
"1085","ATL",3360860,41492,"28.9","29.5","100","98","3","6","17",61186000,"2:42","Cox",1998,162,106,0.654
"1086","BAL",3684650,45490,"33.1","30.5","98","97","2","3","20",72525634,"3:02","Miller",1998,162,79,0.488
"1087","BOS",2314704,28577,"28.9","29.5","102","101","2","3","12",56927000,"2:53","Williams",1998,162,92,0.568
"1088","CHC",2623194,31990,"30.1","28.8","103","103","0","1","13",50838000,"2:55","Riggleman",1998,163,90,0.552
"1089","CHW",1391146,16965,"27.3","26.4","97","98","1","1","11",39850000,"2:53","Manuel",1998,163,80,0.494
"1090","CIN",1793649,22144,"27.5","28.0","102","102","1","1","14",23005000,"2:46","McKeon",1998,162,77,0.475
"1091","CLE",3467299,42806,"29.5","29.8","103","102","0","6","17",61718166,"2:59","Hargrove",1998,162,89,0.549
"1092","COL",3792683,46823,"29.5","27.8","121","122","0","3","6",50484648,"2:46","Baylor",1998,162,77,0.475
"1093","DET",1409391,17400,"27.3","26.6","100","101","0","1","7",24265000,"2:51","Bell and Parrish",1998,162,65,0.401
"1094","FLA",1730384,21363,"25.4","24.5","94","95","0","1","12",41864667,"2:51","Leyland",1998,162,54,0.333
"1095","HOU",2458451,30351,"29.7","27.8","98","97","2","2","10",42374000,"2:54","Dierker",1998,162,102,0.63
"1096","KCR",1494875,18686,"28.7","28.8","101","102","0","1","12",38097500,"2:50","Muser",1998,161,72,0.447
"1097","LAD",3089222,38139,"28.3","27.6","95","95","0","2","15",48820000,"2:46","Russell and Hoffman",1998,162,83,0.512
"1098","MIL",1811593,22365,"28.3","28.1","100","101","0","1","11",34139904,"2:51","Garner",1998,162,74,0.457
"1099","MIN",1165976,14395,"29.8","28.7","101","102","1","1","14",28097500,"2:58","Kelly",1998,162,70,0.432
"1100","MON",914909,11295,"25.9","25.7","98","99","0","1","8",10641500,"2:42","Alou",1998,162,65,0.401
"1101","NYM",2287948,28246,"28.9","31.7","99","99","0","2","12",52247999,"2:56","Valentine",1998,162,88,0.543
"1102","NYY",2955193,36484,"30.4","30.2","97","95","0","5","18",66806867,"3:06","Torre",1998,162,114,0.704
"1103","OAK",1232343,15214,"29.0","31.0","96","97","1","1","8",21473000,"2:56","Howe",1998,162,74,0.457
"1104","PHI",1715722,21182,"27.1","29.3","102","103","0","1","8",36297500,"2:49","Francona",1998,162,75,0.463
"1105","PIT",1560950,19271,"26.7","26.5","102","103","0","1","7",15065000,"2:41","Lamont",1998,163,69,0.426
"1106","SDP",2555874,31554,"31.1","29.8","92","92","1","5","11",46861500,"2:44","Bochy",1998,162,98,0.605
"1107","SEA",2651511,32735,"29.8","31.3","99","98","1","2","11",54802036,"2:55","Piniella",1998,161,76,0.472
"1108","SFG",1925364,23770,"30.7","31.8","95","95","0","2","11",42738334,"2:56","Baker",1998,163,89,0.546
"1109","STL",3195691,38972,"30.5","28.9","100","100","0","1","13",54672521,"2:54","La Russa",1998,163,83,0.512
"1110","TBD",2506293,30942,"29.0","27.5","101","102","1","1","6",27280000,"2:56","Rothschild",1998,162,63,0.389
"1111","TEX",2927399,36141,"30.0","29.9","104","103","0","4","10",56752095,"2:56","Oates",1998,162,88,0.543
"1112","TOR",2454303,30300,"29.0","30.3","99","99","0","1","20",51376000,"2:57","Johnson",1998,163,88,0.543
"1113","ANA",2253123,27816,"28.8","31.5","99","99","0","1","11",55633166,"2:52","Collins and Maddon",1999,162,70,0.432
"1114","ARI",3019654,37280,"30.0","30.6","101","100","1","4","14",68703999,"2:54","Showalter",1999,162,100,0.617
"1115","ATL",3284897,40554,"29.6","28.6","99","98","3","2","18",73341000,"2:49","Cox",1999,162,103,0.636
"1116","BAL",3433150,42385,"32.5","30.1","95","95","1","4","17",80805863,"2:58","Miller",1999,162,78,0.481
"1117","BOS",2446162,30200,"28.9","30.1","104","103","1","3","11",64097500,"2:54","Williams",1999,162,94,0.58
"1118","CHC",2813854,34739,"31.2","28.8","97","98","0","1","14",62343000,"2:53","Riggleman",1999,162,67,0.414
"1119","CHW",1338851,16529,"25.8","26.4","101","101","1","1","7",25820000,"2:55","Manuel",1999,162,75,0.466
"1120","CIN",2061222,25137,"28.3","28.0","103","102","1","3","16",33962761,"2:54","McKeon",1999,163,96,0.589
"1121","CLE",3468456,42820,"29.2","30.6","103","102","1","6","16",73679962,"3:09","Hargrove",1999,162,97,0.599
"1122","COL",3481065,42976,"29.7","28.9","126","127","0","1","5",61935837,"2:53","Leyland",1999,162,72,0.444
"1123","DET",2026441,25018,"27.5","27.6","99","100","0","1","9",36689666,"2:54","Parrish",1999,161,69,0.429
"1124","FLA",1369421,17118,"25.2","26.0","93","94","0","1","8",21085000,"2:52","Boles",1999,162,64,0.395
"1125","HOU",2706017,33000,"29.8","27.4","99","98","1","4","9",55114000,"2:55","Dierker and Galante",1999,162,97,0.599
"1126","KCR",1506068,18826,"27.0","26.9","101","102","0","1","8",26660000,"3:00","Muser",1999,161,64,0.398
"1127","LAD",3095346,38214,"29.2","28.6","94","94","0","1","13",81062453,"2:58","Johnson",1999,162,77,0.475
"1128","MIL",1701796,21272,"28.1","28.2","98","99","0","2","11",43377395,"3:04","Garner and Lefebvre",1999,161,74,0.46
"1129","MIN",1202829,14850,"26.8","26.3","103","104","0","1","13",22107500,"2:57","Kelly",1999,161,63,0.394
"1130","MON",773277,9547,"25.9","25.5","97","98","0","1","7",17903000,"2:48","Alou",1999,162,68,0.42
"1131","NYM",2725668,33650,"30.1","32.7","97","97","1","1","16",68852092,"3:02","Valentine",1999,163,97,0.595
"1132","NYY",3292736,40651,"30.9","31.2","98","96","0","4","17",86934359,"3:11","Torre",1999,162,98,0.605
"1133","OAK",1434610,17711,"28.9","31.4","94","94","0","1","11",24831833,"3:04","Howe",1999,162,87,0.537
"1134","PHI",1825337,22535,"28.2","28.3","104","105","0","3","8",31897500,"2:55","Francona",1999,162,77,0.475
"1135","PIT",1638023,20223,"28.3","26.8","100","101","0","1","6",25047666,"2:49","Lamont",1999,161,78,0.484
"1136","SDP",2523538,31155,"29.7","28.8","92","92","1","3","11",49768179,"2:48","Bochy",1999,162,74,0.457
"1137","SEA",2916346,36004,"29.2","28.2","102","102","0","1","12",54125003,"3:03","Piniella",1999,162,79,0.488
"1138","SFG",2078399,25659,"30.2","28.6","94","94","0","2","9",46798057,"3:05","Baker",1999,162,86,0.531
"1139","STL",3225334,40317,"28.7","28.6","101","101","0","2","11",49988195,"3:01","La Russa",1999,161,75,0.466
"1140","TBD",1562827,19294,"30.1","29.3","100","101","1","2","9",38870000,"3:00","Rothschild",1999,162,69,0.426
"1141","TEX",2771469,34216,"30.7","30.1","104","104","0","4","12",76709931,"2:56","Oates",1999,162,95,0.586
"1142","TOR",2163464,26709,"28.3","27.9","100","100","0","2","14",45444333,"2:58","Fregosi",1999,162,84,0.518
"1143","ANA",2066982,25518,"27.7","28.9","102","102","0","2","12",52664167,"3:05","Scioscia",2000,162,82,0.506
"1144","ARI",2942251,36324,"30.8","31.6","104","103","1","2","13",81027833,"2:54","Showalter",2000,162,85,0.525
"1145","ATL",3234304,39930,"30.7","31.4","100","99","2","5","19",84737836,"2:54","Cox",2000,162,95,0.586
"1146","BAL",3297031,40704,"32.0","29.1","95","96","1","2","13",82347435,"3:01","Hargrove",2000,162,74,0.457
"1147","BOS",2585895,31925,"29.3","30.1","103","103","1","4","15",79975333,"3:02","Williams",2000,162,85,0.525
"1148","CHC",2789511,34438,"30.8","28.4","97","98","0","2","10",60539333,"3:00","Baylor",2000,162,65,0.401
"1149","CHW",1947799,24047,"27.5","26.5","102","102","1","3","13",31743500,"3:03","Manuel",2000,162,95,0.586
"1150","CIN",2577371,31431,"29.2","28.4","102","102","1","3","13",46867200,"3:00","McKeon",2000,163,85,0.525
"1151","CLE",3456278,42670,"30.1","30.2","101","100","1","4","15",76972271,"3:12","Manuel",2000,162,90,0.556
"1152","COL",3295129,40681,"29.2","29.7","125","125","0","3","5",61111190,"3:01","Bell",2000,162,82,0.506
"1153","DET",2438617,30106,"29.1","29.1","94","95","0","1","9",59645167,"3:01","Garner",2000,162,79,0.488
"1154","FLA",1218326,15041,"26.1","26.7","94","95","0","1","11",20347000,"2:59","Boles",2000,161,79,0.491
"1155","HOU",3056139,37730,"29.1","28.0","107","107","1","1","10",51289111,"3:02","Dierker",2000,162,72,0.444
"1156","KCR",1564847,19319,"27.5","25.8","103","103","0","2","6",24903000,"3:01","Muser",2000,162,77,0.475
"1157","LAD",2880242,35559,"29.6","29.5","94","93","0","2","14",88124286,"3:03","Johnson",2000,162,86,0.531
"1158","MIL",1573621,19427,"28.8","27.4","97","98","0","1","9",37305333,"3:04","Lopes",2000,163,73,0.451
"1159","MIN",1000760,12355,"26.5","26.6","104","105","0","1","12",17529500,"2:59","Kelly",2000,162,69,0.426
"1160","MON",926272,11435,"26.2","26.1","103","104","0","2","7",32994333,"2:51","Alou",2000,162,67,0.414
"1161","NYM",2820530,34821,"30.4","31.0","96","96","1","3","12",79509776,"3:04","Valentine",2000,162,94,0.58
"1162","NYY",3055435,38193,"31.3","32.0","99","98","0","4","23",93113260,"3:09","Torre",2000,161,87,0.54
"1163","OAK",1603744,19799,"27.5","29.5","96","95","0","3","12",33172333,"3:08","Howe",2000,161,91,0.565
"1164","PHI",1612769,19911,"28.5","28.7","100","101","0","1","13",47513000,"2:59","Francona",2000,162,65,0.401
"1165","PIT",1748908,21591,"28.3","27.1","99","100","0","2","7",31328334,"2:57","Lamont",2000,162,69,0.426
"1166","SDP",2352443,29043,"28.6","27.5","92","92","1","1","9",55021000,"2:57","Bochy",2000,162,76,0.469
"1167","SEA",2914624,35983,"31.2","29.3","94","93","1","3","16",60495000,"3:08","Piniella",2000,162,91,0.562
"1168","SFG",3318800,40973,"29.9","28.5","93","92","0","2","10",53737826,"3:01","Baker",2000,162,97,0.599
"1169","STL",3336493,41191,"29.7","29.3","101","101","0","4","16",61653863,"3:01","La Russa",2000,162,95,0.586
"1170","TBD",1449673,18121,"30.1","29.3","98","100","0","1","10",63265129,"2:58","Rothschild",2000,161,69,0.429
"1171","TEX",2588401,31956,"29.4","28.7","101","102","0","1","11",70795921,"3:06","Oates",2000,162,71,0.438
"1172","TOR",1705712,21058,"28.2","28.9","103","103","0","3","12",46038332,"3:00","Fregosi",2000,162,83,0.512
"1173","ANA",2000919,24703,"28.0","28.9","101","100","0","2","7",47735167,"2:57","Scioscia",2001,162,75,0.463
"1174","ARI",2736451,33783,"31.9","30.9","108","107","1","3","14",85082999,"2:58","Brenly",2001,162,92,0.568
"1175","ATL",2823530,34858,"30.3","31.1","103","102","3","2","17",91936166,"2:53","Cox",2001,162,88,0.543
"1176","BAL",3094841,38686,"30.1","27.6","95","96","1","1","10",74279540,"2:59","Hargrove",2001,162,63,0.391
"1177","BOS",2625333,32412,"30.0","30.7","101","100","1","1","16",110035833,"3:04","Williams and Kerrigan",2001,161,82,0.509
"1178","CHC",2779465,34314,"30.7","29.8","95","95","0","2","13",64715833,"2:56","Baylor",2001,162,88,0.543
"1179","CHW",1766172,21805,"28.4","26.2","104","103","1","1","16",65653667,"2:57","Manuel",2001,162,83,0.512
"1180","CIN",1879757,23207,"28.0","27.3","105","105","1","1","11",48986000,"2:58","Boone",2001,162,66,0.407
"1181","CLE",3175523,39694,"31.0","29.1","100","100","1","2","17",93360001,"3:06","Manuel",2001,162,91,0.562
"1182","COL",3166821,39097,"28.3","28.7","122","122","0","3","7",71541334,"3:02","Bell",2001,162,73,0.451
"1183","DET",1921305,23720,"28.2","28.1","93","95","0","1","8",53416167,"2:52","Garner",2001,162,66,0.407
"1184","FLA",1261226,15765,"27.3","26.5","96","97","0","2","13",35762500,"2:53","Boles and Perez",2001,162,76,0.469
"1185","HOU",2904277,35855,"30.3","28.4","106","106","1","3","12",60612667,"2:58","Dierker",2001,162,93,0.574
"1186","KCR",1536371,18968,"28.2","27.3","106","107","0","1","8",35422500,"2:53","Muser",2001,162,65,0.401
"1187","LAD",3017143,37249,"30.2","30.5","92","91","0","2","15",109105953,"3:00","Tracy",2001,162,86,0.531
"1188","MIL",2811041,34704,"29.4","27.3","97","98","0","1","10",43886833,"2:55","Lopes",2001,162,68,0.42
"1189","MIN",1782929,22011,"26.4","27.4","101","101","0","3","15",24130000,"2:56","Kelly",2001,162,85,0.525
"1190","MON",642745,7935,"27.6","27.4","101","102","0","1","7",35159500,"2:51","Alou and Torborg",2001,162,68,0.42
"1191","NYM",2658330,32819,"30.4","31.1","95","95","0","2","10",93174428,"3:02","Valentine",2001,162,82,0.506
